,Brand,Model Name,Processor,Operating System,Storage,RAM,Screen Size,Touch_Screen,Price,order_date,ship_date, different Month,Year,Day,Hours,Minutes,vlookup,hlookup
403,ASUS,CX1500CKA-EJ0277,Celeron Dual Core,Chrome,128 GB,4 GB,39.62 cm (15.6 Inch),No,"₹16,990",19-12-2017,13-11-2016,13,1,401,9624,577440,,#N/A
404,ASUS,G513RC-HN061W,Ryzen 7 Octa Core,Windows 11 Home,512 GB,16 GB,39.62 cm (15.6 Inch),No,"₹77,990",20-12-2017,11-11-2017,13,0,39,936,56160,,Windows 11 Home
405,HP,15-eg3079TU,Core i5,Windows 11 Home,512 GB,16 GB,39.62 cm (15.6 Inch),No,"₹66,990",21-12-2017,13-11-2016,13,1,403,9672,580320,,Windows 11 Home
406,ASUS,X1404VA-NK542WS,Core i5,Windows 11 Home,512 GB,16 GB,35.56 cm (14 Inch),No,"₹59,990",22-12-2017,11-11-2017,13,0,41,984,59040,,Windows 11 Home
407,Lenovo,15APH8,Ryzen 7 Octa Core,Windows 11 Home,512 GB,16 GB,39.62 cm (15.6 Inch),No,"₹83,990",23-12-2017,13-11-2016,13,1,405,9720,583200,,Windows 11 Home
408,Lenovo,15ACH6,Ryzen 5 Hexa Core,Windows 11 Home,512 GB,8 GB,39.62 cm (15.6 inch),No,"₹52,890",24-12-2017,11-11-2017,13,0,43,1032,61920,,Windows 11 Home
409,DELL,Inspiron 15 3511,Core i5,Windows 11 Home,512 GB,8 GB,39.62 cm (15.6 inch),Yes,"₹45,990",25-12-2017,13-11-2016,13,1,407,9768,586080,,Windows 11 Home
410,HP,15s- fr5011TU,Core i5,Windows 11 Home,512 GB,16 GB,39.62 cm (15.6 inch),No,"₹53,990",26-12-2017,11-11-2017,13,0,45,1080,64800,,Chrome
411,HP,15s-fy5003TU,Core i3,Windows 11 Home,512 GB,8 GB,39.62 cm (15.6 Inch),No,"₹37,990",27-12-2017,13-11-2016,13,1,409,9816,588960,,Windows 11 Home
412,MSI,Raider GE66 12UGS,Core i7,Windows 11 Home,1 TB,16 GB,39.62 cm (15.6 inch),No,"₹1,47,743",28-12-2017,11-11-2017,13,0,47,1128,67680,,#N/A
413,Acer,CB314-3H,Celeron Dual Core,Chrome,128 GB,8 GB,35.56 cm (14 inch),No,"₹23,990",29-12-2017,13-11-2016,13,1,411,9864,591840,,#N/A
414,HP,15s- fr4000TU,Core i5,Windows 11 Home,512 GB,8 GB,39.62 cm (15.6 Inch),No,"₹46,990",30-12-2017,11-11-2017,13,0,49,1176,70560,,Windows 11 Home
415,HP,15s-fq5007TU,Core i3,Windows 11 Home,512 GB,8 GB,39.62 cm (15.6 Inch),No,"₹38,990",31-12-2017,13-11-2016,13,1,413,9912,594720,,Windows 11 Home
416,ASUS,FX507VU-LP083WS,Core i7,Windows 11 Home,512 GB,16 GB,39.62 cm (15.6 Inch),No,"₹1,19,990",01-01-2018,11-11-2017,13,0,51,1224,73440,,Windows 11 Home
417,Infinix,XL30,Celeron Quad Core,Windows 11 Home,128 GB,4 GB,39.62 cm (15.6 Inch),No,"₹20,990",02-01-2018,13-11-2016,13,1,415,9960,597600,,Windows 11 Home
418,ASUS,FX506LHB-HN355W | FX506LH-HN258W,Core i5,Windows 11 Home,512 GB,8 GB,39.62 cm (15.6 inch),No,"₹49,990",03-01-2018,11-11-2017,13,0,53,1272,76320,,Windows 11 Home
419,HP,Pavilion 15-EH3101AU,Ryzen 7 Octa Core,Windows 11 Home,512 GB,16 GB,39.62 cm (15.6 inch),Yes,"₹64,600",04-01-2018,13-11-2016,13,1,417,10008,600480,,Windows 11 Home
420,HP,15s-fy5002TU,Core i5,Windows 11 Home,512 GB,8 GB,39.62 cm (15.6 Inch),No,"₹49,990",05-01-2018,11-11-2017,13,0,55,1320,79200,,Windows 11 Home
421,HP,14-dv2153TU,Core i5,Windows 11 Home,1 TB,16 GB,35.56 cm (14 inch),No,"₹66,999",06-01-2018,13-11-2016,13,1,419,10056,603360,,Windows 11 Home
422,GIGABYTE,G5 MF-E2IN313SH,Core i5,Windows 11 Home,512 GB,16 GB,39.62 cm (15.6 Inch),No,"₹72,990",07-01-2018,11-11-2017,13,0,57,1368,82080,,Windows 11 Home
423,Lenovo,15ITL6,Core i3,Windows 11 Home,256 GB,8 GB,39.62 cm (15.6 Inch),No,"₹34,490",08-01-2018,13-11-2016,13,1,421,10104,606240,,Windows 11 Home
424,HP,14-EC1019AU,Ryzen 5 Hexa Core,Windows 11 Home,512 GB,16 GB,35.56 cm (14 inch),No,"₹54,990",09-01-2018,11-11-2017,13,0,59,1416,84960,,Windows 11 Home
425,ASUS,G513RC-HN061W,Ryzen 7 Octa Core,Windows 11 Home,512 GB,16 GB,39.62 cm (15.6 Inch),No,"₹77,990",10-01-2018,13-11-2016,13,1,423,10152,609120,,Windows 11 Home
426,ASUS,X1500EA,Core i3,Windows 11 Home,512 GB,8 GB,39.62 cm (15.6 inch),No,"₹37,990",11-01-2018,11-11-2017,13,0,61,1464,87840,,Windows 11 Home
427,ASUS,GZ301ZE-LC193WS,Core i9,Windows 11 Home,1 TB,16 GB,34.04 cm (13.4 Inch),Yes,"₹1,99,990",12-01-2018,13-11-2016,13,1,425,10200,612000,,Windows 11 Home
428,MSI,GF63 Thin 11SC-1493IN,Core i5,Windows 11 Home,4 TB,16 GB,39.62 cm (15.6 Inch),No,"₹48,990",13-01-2018,11-11-2017,14,0,63,1512,90720,,Windows 11 Home
429,Lenovo,16ARH7H,Ryzen 7 Octa Core,Windows 11 Home,1 TB,16 GB,40.64 cm (16 Inch),No,"₹1,09,990",14-01-2018,13-11-2016,14,1,427,10248,614880,,Windows 11 Home
430,HP,15-eg3079TU,Core i5,Windows 11 Home,512 GB,16 GB,39.62 cm (15.6 Inch),No,"₹66,990",15-01-2018,11-11-2017,14,0,65,1560,93600,,Windows 11 Home
431,HP,15s-fq5202TU,Core i5,Windows 11 Home,512 GB,8 GB,39.62 cm (15.6 inch),No,"₹53,990",16-01-2018,13-11-2016,14,1,429,10296,617760,,Windows 11 Home
432,Lenovo,Ideapad 5 14ABR8,Ryzen 5 Hexa Core,Windows 11 Home,512 GB,16 GB,35.56 cm (14 inch),No,"₹66,388",17-01-2018,11-11-2017,14,0,67,1608,96480,,Windows 11 Home
433,Acer,A715-51G,Core i5,Windows 11 Home,512 GB,8 GB,39.62 cm (15.6 Inch),No,"₹58,500",18-01-2018,13-11-2016,14,1,431,10344,620640,,Windows 11 Home
434,HP,15s-fq5007TU,Core i3,Windows 11 Home,512 GB,8 GB,39.62 cm (15.6 Inch),No,"₹38,990",19-01-2018,11-11-2017,14,0,69,1656,99360,,Windows 11 Home
435,HP,15s-fy5003TU,Core i3,Windows 11 Home,512 GB,8 GB,39.62 cm (15.6 Inch),No,"₹37,990",20-01-2018,13-11-2016,14,1,433,10392,623520,,Windows 10 Home
436,realme,Book Prime,Core i5,Windows 11 Home,512 GB,16 GB,35.56 cm (14 inch),No,"₹56,999",21-01-2018,11-11-2017,14,0,71,1704,102240,,Windows 11 Home
437,HP,15-fh0015AU,Ryzen 5 Hexa Core,Windows 11 Home,512 GB,16 GB,39.62 cm (15.6 Inch),Yes,"₹78,890",22-01-2018,13-11-2016,14,1,435,10440,626400,,#N/A
438,Lenovo,ThinkBook 15 Gen 2,Core i5,Windows 10 Home,1 TB,16 GB,38.1 cm (15 inch),No,"₹58,890",23-01-2018,11-11-2017,14,0,73,1752,105120,,#N/A
439,HP,15s-eq2132au,Ryzen 5 Hexa Core,Windows 11 Home,512 GB,16 GB,39.62 cm (15.6 inch),No,"₹46,150",24-01-2018,13-11-2016,14,1,437,10488,629280,,Windows 11 Home
440,HP,15s- fr4000TU,Core i5,Windows 11 Home,512 GB,8 GB,39.62 cm (15.6 Inch),No,"₹46,990",25-01-2018,11-11-2017,14,0,75,1800,108000,,Windows 11 Home
441,HP,15s- fr5011TU,Core i5,Windows 11 Home,512 GB,16 GB,39.62 cm (15.6 inch),No,"₹53,990",26-01-2018,13-11-2016,14,1,439,10536,632160,,Windows 11 Home
442,ASUS,K3405ZF-LY542WS,Core i5,Windows 11 Home,512 GB,16 GB,35.56 cm (14 Inch),No,"₹64,990",27-01-2018,11-11-2017,14,0,77,1848,110880,,Windows 11 Home
443,ASUS,FX506LHB-HN355W | FX506LH-HN258W,Core i5,Windows 11 Home,512 GB,8 GB,39.62 cm (15.6 inch),No,"₹49,990",28-01-2018,13-11-2016,14,1,441,10584,635040,,Windows 11 Home
444,HP,14-dv2153TU,Core i5,Windows 11 Home,1 TB,16 GB,35.56 cm (14 inch),No,"₹66,999",29-01-2018,11-11-2017,14,0,79,1896,113760,,Windows 11 Home
445,HP,15s-fy5002TU,Core i5,Windows 11 Home,512 GB,8 GB,39.62 cm (15.6 Inch),No,"₹49,990",30-01-2018,13-11-2016,14,1,443,10632,637920,,Windows 11 Home
446,ASUS,G533ZXZ-LN116WS,Core i9,Windows 11 Home,1 TB,32 GB,39.62 cm (15.6 Inch),No,"₹1,79,990",31-01-2018,11-11-2017,14,0,81,1944,116640,,Windows 11 Home
447,MSI,Modern 14 C13M-435IN,Core i7,Windows 11 Home,512 GB,16 GB,35.56 cm (14 Inch),No,"₹64,990",01-02-2018,13-11-2016,14,1,445,10680,640800,,Windows 11 Home
448,ASUS,G614JU-N3221WS,Core i5,Windows 11 Home,1 TB,16 GB,40.64 cm (16 Inch),No,"₹1,44,990",02-02-2018,11-11-2017,14,0,83,1992,119520,,Windows 11 Home
449,Acer,A715-76G,Core i5,Windows 11 Home,512 GB,16 GB,39.62 cm (15.6 Inch),No,"₹54,990",03-02-2018,13-11-2016,14,1,447,10728,643680,,Windows 11 Home
450,ASUS,G513RC-HN061W,Ryzen 7 Octa Core,Windows 11 Home,512 GB,16 GB,39.62 cm (15.6 Inch),No,"₹77,990",04-02-2018,11-11-2017,14,0,85,2040,122400,,Windows 11 Home
451,HP,14-EC1019AU,Ryzen 5 Hexa Core,Windows 11 Home,512 GB,16 GB,35.56 cm (14 inch),No,"₹54,990",05-02-2018,13-11-2016,14,1,449,10776,646560,,Windows 11 Home
452,SAMSUNG,Galaxy Book3 Pro,Core i7,Windows 11 Home,512 GB,16 GB,35.56 cm (14 Inch),No,"₹1,24,990",06-02-2018,11-11-2017,14,0,87,2088,125280,,Windows 11 Home
453,GIGABYTE,G5 MF-E2IN313SH,Core i5,Windows 11 Home,512 GB,16 GB,39.62 cm (15.6 Inch),No,"₹72,990",07-02-2018,13-11-2016,14,1,451,10824,649440,,Windows 11 Home
454,HP,15-eg3079TU,Core i5,Windows 11 Home,512 GB,16 GB,39.62 cm (15.6 Inch),No,"₹66,990",08-02-2018,11-11-2017,14,0,89,2136,128160,,Windows 11 Home
455,HP,15s-fq5202TU,Core i5,Windows 11 Home,512 GB,8 GB,39.62 cm (15.6 inch),No,"₹53,990",09-02-2018,13-11-2016,14,1,453,10872,652320,,Windows 11 Home
456,WINGS,WL-Nuvobook S2-SLV,Core i3,Windows 11 Home,512 GB,8 GB,39.62 cm (15.6 Inch),No,"₹25,990",10-02-2018,11-11-2017,14,0,91,2184,131040,,Windows 11 Home
457,HP,15-eg2091T,Core i5,Windows 11 Home,512 GB,16 GB,39.62 cm (15.6 Inch),No,"₹74,900",11-02-2018,13-11-2016,14,1,455,10920,655200,,Windows 11 Home
458,Infinix,XL30,Celeron Quad Core,Windows 11 Home,128 GB,4 GB,39.62 cm (15.6 Inch),No,"₹20,990",12-02-2018,11-11-2017,14,0,93,2232,133920,,Windows 11 Home
459,ASUS,M1603QA-MB511WS,Ryzen 5 Hexa Core,Windows 11 Home,512 GB,16 GB,40.64 cm (16 inch),No,"₹53,890",13-02-2018,13-11-2016,15,1,457,10968,658080,,Windows 11 Home
460,HP,15s-fy5003TU,Core i3,Windows 11 Home,512 GB,8 GB,39.62 cm (15.6 Inch),No,"₹37,990",14-02-2018,11-11-2017,15,0,95,2280,136800,,Windows 11 Home
461,HP,14-dy1013TU,Core i7,Windows 11 Home,512 GB,16 GB,35.56 cm (14 inch),Yes,"₹85,999",15-02-2018,13-11-2016,15,1,459,11016,660960,,Windows 11 Home
462,HP,15s- fr4000TU,Core i5,Windows 11 Home,512 GB,8 GB,39.62 cm (15.6 Inch),No,"₹46,990",16-02-2018,11-11-2017,15,0,97,2328,139680,,Windows 11 Home
463,HP,15s- fr5011TU,Core i5,Windows 11 Home,512 GB,16 GB,39.62 cm (15.6 inch),No,"₹53,990",17-02-2018,13-11-2016,15,1,461,11064,663840,,Windows 11 Home
464,Lenovo,15IHU6,Core i5,Windows 11 Home,512 GB,8 GB,39.62 cm (15.6 Inch),No,"₹47,990",18-02-2018,11-11-2017,15,0,99,2376,142560,,Windows 11 Home
465,GIGABYTE,G5 GE-51IN263SH,Core i5,Windows 11 Home,512 GB,8 GB,39.62 cm (15.6 inch),No,"₹57,990",19-02-2018,13-11-2016,15,1,463,11112,666720,,Windows 11 Home
466,HP,15s-fy5003TU,Core i3,Windows 11 Home,512 GB,8 GB,39.62 cm (15.6 Inch),No,"₹37,990",20-02-2018,11-11-2017,15,0,101,2424,145440,,Windows 11 Home
467,HP,Pavilion x360,Core i5,Windows 11 Home,512 GB,16 GB,35.56 cm (14 inch),Yes,"₹78,468",21-02-2018,13-11-2016,15,1,465,11160,669600,,Windows 11 Home
468,Infinix,INBook X1,Core i3,Windows 11 Home,256 GB,8 GB,35.56 cm (14 inch),No,"₹37,999",22-02-2018,11-11-2017,15,0,103,2472,148320,,Windows 11 Home
469,HP,15-fa1060TX,Core i5,Windows 11 Home,512 GB,16 GB,39.62 cm (15.6 Inch),Yes,"₹99,999",23-02-2018,13-11-2016,15,1,467,11208,672480,,Windows 11 Home
470,HP,ef2033TU,Core i7,Windows 11 Home,1 TB,16 GB,34.29 cm (13.5 Inch),Yes,"₹1,38,490",24-02-2018,11-11-2017,15,0,105,2520,151200,,Windows 11 Home
471,HP,15s- fr4000TU,Core i5,Windows 11 Home,512 GB,8 GB,39.62 cm (15.6 Inch),No,"₹46,990",25-02-2018,13-11-2016,15,1,469,11256,675360,,Windows 11 Home
472,HP,15s- fr5011TU,Core i5,Windows 11 Home,512 GB,16 GB,39.62 cm (15.6 inch),No,"₹53,990",26-02-2018,11-11-2017,15,0,107,2568,154080,,Windows 11 Home
473,Lenovo,IdeaPad Slim 3i,Core i3,Windows 11 Home,512 GB,8 GB,39.62 cm (15.6 inch),Yes,"₹44,400",27-02-2018,13-11-2016,15,1,471,11304,678240,,Windows 11 Home
474,HP,14-dv2153TU,Core i5,Windows 11 Home,1 TB,16 GB,35.56 cm (14 inch),No,"₹66,999",28-02-2018,11-11-2017,15,0,109,2616,156960,,Windows 11 Home
475,HP,15s-fy5002TU,Core i5,Windows 11 Home,512 GB,8 GB,39.62 cm (15.6 Inch),No,"₹49,990",01-03-2018,13-11-2016,15,1,473,11352,681120,,Windows 11 Home
476,ASUS,M6500QFB-LK741WS,Ryzen 7 Octa Core,Windows 11 Home,512 GB,16 GB,39.62 cm (15.6 Inch),No,"₹67,990",02-03-2018,11-11-2017,15,0,111,2664,159840,,Windows 11 Home
477,Lenovo,s14,Core i5,Windows 11 Home,512 GB,8 GB,35.56 cm (14 inch),Yes,"₹46,980",03-03-2018,13-11-2016,15,1,475,11400,684000,,Windows 11 Home
478,Acer,Aspire 3,Core i3,Windows 11 Home,512 GB,8 GB,39.62 cm (15.6 inch),No,"₹36,990",04-03-2018,11-11-2017,15,0,113,2712,162720,,Windows 11 Home
479,HP,255 G8,Athlon Dual Core,Windows 11 Home,256 GB,8 GB,39.62 cm (15.6 inch),Yes,"₹24,399",05-03-2018,13-11-2016,15,1,477,11448,686880,,Windows 11 Home
480,ASUS,G513RC-HN061W,Ryzen 7 Octa Core,Windows 11 Home,512 GB,16 GB,39.62 cm (15.6 Inch),No,"₹77,990",06-03-2018,11-11-2017,15,0,115,2760,165600,,Windows 11 Home
481,HP,14-EC1019AU,Ryzen 5 Hexa Core,Windows 11 Home,512 GB,16 GB,35.56 cm (14 inch),No,"₹54,990",07-03-2018,13-11-2016,15,1,479,11496,689760,,Windows 11 Home
482,MSI,Summit E16 Flip A13VET-068IN NVIDIA GeForce RTX 4050,Core i7,Windows 11 Home,1 TB,32 GB,40.64 cm (16 Inch),Yes,"₹1,59,990",08-03-2018,11-11-2017,15,0,117,2808,168480,,Windows 11 Home
483,ASUS,X415EA-EK326WS,Core i3,Windows 11 Home,2 TB,8 GB,35.56 cm (14 Inch),No,"₹32,500",09-03-2018,13-11-2016,15,1,481,11544,692640,,Windows 11 Home
484,HP,15-eg3079TU,Core i5,Windows 11 Home,512 GB,16 GB,39.62 cm (15.6 Inch),No,"₹66,990",10-03-2018,11-11-2017,15,0,119,2856,171360,,Windows 11 Home
485,HP,15s-fq5202TU,Core i5,Windows 11 Home,512 GB,8 GB,39.62 cm (15.6 inch),No,"₹53,990",11-03-2018,13-11-2016,15,1,483,11592,695520,,Windows 11 Home
486,Infinix,XL28,Core i5,Windows 11 Home,512 GB,8 GB,39.62 cm (15.6 inch),No,"₹29,990",12-03-2018,11-11-2017,15,0,121,2904,174240,,Windows 11 Home
487,Acer,AN515-47,Ryzen 7 Octa Core,Windows 11 Home,512 GB,16 GB,39.62 cm (15.6 Inch),No,"₹77,790",13-03-2018,13-11-2016,16,1,485,11640,698400,,Windows 11 Home
488,HP,Victus,Ryzen 7 Octa Core,Windows 11 Home,512 GB,8 GB,38.1 cm (15 inch),Yes,"₹61,400",14-03-2018,11-11-2017,16,0,123,2952,177120,,Windows 11 Home
489,Infinix,XL21,Core i7,Windows 11 Home,512 GB,16 GB,35.56 cm (14 Inch),No,"₹54,990",15-03-2018,13-11-2016,16,1,487,11688,701280,,Windows 11 Pro
490,HP,15s-fq5007TU,Core i3,Windows 11 Home,512 GB,8 GB,39.62 cm (15.6 Inch),No,"₹38,990",16-03-2018,11-11-2017,16,0,125,3000,180000,,Windows 11 Home
491,HP,15s-fy5003TU,Core i3,Windows 11 Home,512 GB,8 GB,39.62 cm (15.6 Inch),No,"₹37,990",17-03-2018,13-11-2016,16,1,489,11736,704160,,#N/A
492,HP,HP 240 G8 (689U2PA),Core i3,Windows 11 Pro,512 GB,8 GB,35.56 cm (14 inch),Yes,"₹34,490",18-03-2018,11-11-2017,16,0,127,3048,182880,,#N/A
493,ASUS,KM513UA-L713WS,Ryzen 7 Octa Core,Windows 11 Home,512 GB,16 GB,39.62 cm (15.6 Inch),No,"₹63,990",19-03-2018,13-11-2016,16,1,491,11784,707040,,Windows 11 Home
494,HP,15s- fr4000TU,Core i5,Windows 11 Home,512 GB,8 GB,39.62 cm (15.6 Inch),No,"₹46,990",20-03-2018,11-11-2017,16,0,129,3096,185760,,Windows 11 Home
495,HP,15s- fr5011TU,Core i5,Windows 11 Home,512 GB,16 GB,39.62 cm (15.6 inch),No,"₹53,990",21-03-2018,13-11-2016,16,1,493,11832,709920,,Windows 11 Home
496,MICROSOFT,QEZ-00065,Core i5,Windows 11 Home,256 GB,8 GB,33.02 cm (13 inch),Yes,"₹1,13,990",22-03-2018,11-11-2017,16,0,131,3144,188640,,Windows 11 Home
497,HP,EG2002TU,Core i5,Windows 11 Home,512 GB,16 GB,39.62 cm (15.6 inch),No,"₹68,400",23-03-2018,13-11-2016,16,1,495,11880,712800,,Windows 11 Home
498,HP,15-fd0022TU,Core i5,Windows 11 Home,512 GB,8 GB,39.62 cm (15.6 Inch),No,"₹60,490",24-03-2018,11-11-2017,16,0,133,3192,191520,,Windows 11 Home
499,HP,14-dv2153TU,Core i5,Windows 11 Home,1 TB,16 GB,35.56 cm (14 inch),No,"₹66,999",25-03-2018,13-11-2016,16,1,497,11928,715680,,Windows 11 Home
500,HP,15s-fy5002TU,Core i5,Windows 11 Home,512 GB,8 GB,39.62 cm (15.6 Inch),No,"₹49,990",26-03-2018,11-11-2017,16,0,135,3240,194400,,Windows 11 Home
501,Lenovo,IdeaPad Slim 5i,Core i5,Windows 11 Home,512 GB,16 GB,40.64 cm (16 inch),No,"₹69,990",27-03-2018,13-11-2016,16,1,499,11976,718560,,Windows 11 Home
502,DELL,G15-5525,Ryzen 7 Octa Core,Windows 11 Home,512 GB,16 GB,39.62 cm (15.6 Inch),No,"₹93,831",28-03-2018,11-11-2017,16,0,137,3288,197280,,Windows 11 Home
503,ASUS,G513RC-HN061W,Ryzen 7 Octa Core,Windows 11 Home,512 GB,16 GB,39.62 cm (15.6 Inch),No,"₹77,990",29-03-2018,13-11-2016,16,1,501,12024,721440,,Windows 11 Home
504,HP,14-EC1019AU,Ryzen 5 Hexa Core,Windows 11 Home,512 GB,16 GB,35.56 cm (14 inch),No,"₹54,990",30-03-2018,11-11-2017,16,0,139,3336,200160,,Windows 11 Home
505,MSI,Summit E16 Flip A13VET-068IN NVIDIA GeForce RTX 4050,Core i7,Windows 11 Home,1 TB,32 GB,40.64 cm (16 Inch),Yes,"₹1,59,990",31-03-2018,13-11-2016,16,1,503,12072,724320,,Windows 11 Home
506,DELL,Inspiron 3521,Pentium Silver,Windows 11 Home,256 GB,8 GB,39.62 cm (15.6 Inch),No,"₹32,990",01-04-2018,11-11-2017,16,0,141,3384,203040,,Windows 11 Home
507,HP,15s FR2508TU,Core i3,Windows 11 Home,512 GB,8 GB,39.62 cm (15.6 inch),Yes,"₹38,500",02-04-2018,13-11-2016,16,1,505,12120,727200,,Windows 11 Home
508,Infinix,XL28,Core i5,Windows 11 Home,512 GB,8 GB,39.62 cm (15.6 inch),No,"₹29,990",03-04-2018,11-11-2017,16,0,143,3432,205920,,Windows 11 Home
509,HP,15-eg3079TU,Core i5,Windows 11 Home,512 GB,16 GB,39.62 cm (15.6 Inch),No,"₹66,990",04-04-2018,13-11-2016,16,1,507,12168,730080,,Windows 10 Home
510,HP,15s-fq5202TU,Core i5,Windows 11 Home,512 GB,8 GB,39.62 cm (15.6 inch),No,"₹53,990",05-04-2018,11-11-2017,16,0,145,3480,208800,,Windows 11 Home
511,HP,15s-fq5013nia,Core i5,Windows 11 Home,512 GB,8 GB,39.62 cm (15.6 inch),No,"₹57,990",06-04-2018,13-11-2016,16,1,509,12216,732960,,#N/A
512,DELL,Inspiron 13 7000,Core i5,Windows 10 Home,256 GB,8 GB,33.78 cm (13.3 inch),Yes,"₹70,290",07-04-2018,11-11-2017,16,0,147,3528,211680,,#N/A
513,HP,15s-fq5007TU,Core i3,Windows 11 Home,512 GB,8 GB,39.62 cm (15.6 Inch),No,"₹38,990",08-04-2018,13-11-2016,16,1,511,12264,735840,,Windows 11 Home
514,HP,15s-fy5003TU,Core i3,Windows 11 Home,512 GB,8 GB,39.62 cm (15.6 Inch),No,"₹37,990",09-04-2018,11-11-2017,16,0,149,3576,214560,,Windows 11 Home
515,ASUS,KM513UA-L512WS,Ryzen 5 Hexa Core,Windows 11 Home,512 GB,16 GB,39.62 cm (15.6 Inch),No,"₹58,990",10-04-2018,13-11-2016,16,1,513,12312,738720,,Chrome
516,SAMSUNG,Galaxy Book3 360,Core i7,Windows 11 Home,1 TB,16 GB,33.78 cm (13.3 Inch),Yes,"₹1,33,990",11-04-2018,11-11-2017,16,0,151,3624,217440,,Windows 11 Home
517,ASUS,Vivobook Pro 15 Creator,Ryzen 5,Windows 11 Home,512 GB,16 GB,39.62 cm (15.6 inch),Yes,"₹60,943",12-04-2018,13-11-2016,16,1,515,12360,741600,,#N/A
518,ASUS,CX1400FKA-EC0158,Celeron Dual Core,Chrome,64 GB,4 GB,35.56 cm (14 Inch),Yes,"₹25,751",13-04-2018,11-11-2017,17,0,153,3672,220320,,#N/A
519,HP,15s- fr4000TU,Core i5,Windows 11 Home,512 GB,8 GB,39.62 cm (15.6 Inch),No,"₹46,990",14-04-2018,13-11-2016,17,1,517,12408,744480,,Windows 11 Home
520,HP,15s- fr5011TU,Core i5,Windows 11 Home,512 GB,16 GB,39.62 cm (15.6 inch),No,"₹53,990",15-04-2018,11-11-2017,17,0,155,3720,223200,,Windows 11 Home
521,Acer,Aspire 5 Gaming,Core i5,Windows 11 Home,512 GB,8 GB,39.62 cm (15.6 inch),No,"₹54,990",16-04-2018,13-11-2016,17,1,519,12456,747360,,Windows 11 Home
522,HP,15s-dy3501TU,Core i3,Windows 11 Home,512 GB,8 GB,39.62 cm (15.6 inch),No,"₹45,899",17-04-2018,11-11-2017,17,0,157,3768,226080,,Windows 11 Home
523,HP,15s- fr4000TU,Core i5,Windows 11 Home,512 GB,8 GB,39.62 cm (15.6 Inch),No,"₹46,990",18-04-2018,13-11-2016,17,1,521,12504,750240,,Windows 11 Home
524,Acer,Swift Go 14,Ryzen 5 Hexa Core,Windows 11 Home,512 GB,8 GB,35.56 cm (14 Inch),No,"₹47,990",19-04-2018,11-11-2017,17,0,159,3816,228960,,Windows 11 Home
525,Acer,AN515-57,Core i5,Windows 11 Home,512 GB,8 GB,39.62 cm (15.6 inch),No,"₹69,990",20-04-2018,13-11-2016,17,1,523,12552,753120,,Windows 11 Home
526,HP,15s-fq5007TU,Core i3,Windows 11 Home,512 GB,8 GB,39.62 cm (15.6 Inch),No,"₹38,990",21-04-2018,11-11-2017,17,0,161,3864,231840,,Windows 11 Home
527,HP,15s- fr5011TU,Core i5,Windows 11 Home,512 GB,16 GB,39.62 cm (15.6 inch),No,"₹53,990",22-04-2018,13-11-2016,17,1,525,12600,756000,,DOS
528,HP,15s- eq2213AU,Ryzen 3 Quad Core,Windows 11 Home,512 GB,8 GB,39.62 cm (15.6 Inch),No,"₹36,990",23-04-2018,11-11-2017,17,0,163,3912,234720,,Windows 11 Home
529,ASUS,UM3402YA-KM541WS,Ryzen 5 Hexa Core,Windows 11 Home,512 GB,16 GB,35.56 cm (14 Inch),No,"₹69,990",24-04-2018,13-11-2016,17,1,527,12648,758880,,#N/A
530,Lenovo,E41-55,Athlon Dual Core,DOS,NA,4 GB,35.56 cm (14 Inch),No,"₹20,990",25-04-2018,11-11-2017,17,0,165,3960,237600,,#N/A
531,HP,245 G8,Ryzen 5 Quad Core,Windows 11 Home,512 GB,8 GB,35.56 cm (14 Inch),Yes,"₹41,000",26-04-2018,13-11-2016,17,1,529,12696,761760,,Windows 11 Home
532,HP,15s-fy5002TU,Core i5,Windows 11 Home,512 GB,8 GB,39.62 cm (15.6 Inch),No,"₹49,990",27-04-2018,11-11-2017,17,0,167,4008,240480,,Windows 11 Home
533,ASUS,TUF GAMING F15,Core i5,Windows 11 Home,1 TB,8 GB,39.62 cm (15.6 inch),Yes,"₹55,990",28-04-2018,13-11-2016,17,1,531,12744,764640,,Windows 11 Home
534,ASUS,X515EA-EJ701WS,Core i7,Windows 11 Home,512 GB,16 GB,39.62 cm (15.6 inch),No,"₹59,990",29-04-2018,11-11-2017,17,0,169,4056,243360,,Ubuntu
535,ASUS,G513RC-HN061W,Ryzen 7 Octa Core,Windows 11 Home,512 GB,16 GB,39.62 cm (15.6 Inch),No,"₹77,990",30-04-2018,13-11-2016,17,1,533,12792,767520,,Windows 11 Home
536,HP,14-EC1019AU,Ryzen 5 Hexa Core,Windows 11 Home,512 GB,16 GB,35.56 cm (14 inch),No,"₹54,990",01-05-2018,11-11-2017,17,0,171,4104,246240,,#N/A
537,DELL,Latitude 3420,Core i5,Ubuntu,512 GB,8 GB,35.56 cm (14 inch),Yes,"₹44,490",02-05-2018,13-11-2016,17,1,535,12840,770400,,#N/A
538,Infinix,XL30,Celeron Quad Core,Windows 11 Home,128 GB,4 GB,39.62 cm (15.6 Inch),No,"₹20,990",03-05-2018,11-11-2017,17,0,173,4152,249120,,Windows 11 Home
539,Lenovo,16APH8,Ryzen 7 Octa Core,Windows 11 Home,512 GB,16 GB,40.64 cm (16 inch),No,"₹1,13,990",04-05-2018,13-11-2016,17,1,537,12888,773280,,Windows 11 Home
